data_extracao;codigo;nome;ei_creche_parcial;ei_creche_integral;ei_creche;ei_pre_parcial;ei_pre_integral;ei_pre;ef_ciclos_parcial;ef_ciclos_integral;ef_ciclos;ef_eja;ensino_medio;normal_magisterio;profissionalizante;total
2022-05-01 01:41:15.882;140;EMEI PAULO FREIRE                                       ;0;98;98;0;85;85;0;0;0;0;0;0;0;183
2022-05-01 01:41:15.884;141;EMEI MAMÃE CORUJA                                       ;0;44;44;0;35;35;0;0;0;0;0;0;0;79
2022-05-01 01:41:15.885;142;EMEI MIGUEL GRANATO VELASQUEZ                           ;0;74;74;0;82;82;0;0;0;0;0;0;0;156
2022-05-01 01:41:15.886;143;EMEI SANTO EXPEDITO                                     ;0;72;72;0;85;85;0;0;0;0;0;0;0;157
2022-05-01 01:41:15.887;201;EMEF AFONSO GUERREIRO LIMA                              ;0;0;0;0;0;0;770;88;858;101;0;0;0;959
2022-05-01 01:41:15.888;202;EMEF SEN ALBERTO PASQUALINI                             ;0;0;0;0;0;0;886;99;985;245;0;0;0;1230
2022-05-01 01:41:15.889;203;EMEF AMÉRICA                                            ;0;0;0;0;0;0;461;0;461;0;0;0;0;461
2022-05-01 01:41:15.890;204;EMEF ARAMY SILVA                                        ;0;0;0;82;0;82;738;0;738;0;0;0;0;820
2022-05-01 01:41:15.891;205;EMEF DÉCIO MARTINS COSTA                                ;0;0;0;85;0;85;795;81;876;0;0;0;0;961
2022-05-01 01:41:15.892;206;EMEF DOLORES ALCARAZ CALDAS                             ;0;0;0;115;0;115;931;147;1078;126;0;0;0;1319
2022-05-01 01:41:15.894;207;EMEF PROF GILBERTO JORGE GONÇALVES DA SILVA             ;0;0;0;0;36;36;175;0;175;0;0;0;0;211
2022-05-01 01:41:15.895;208;EMEF GRANDE ORIENTE DO RGS                              ;0;0;0;62;0;62;679;191;870;198;0;0;0;1130
2022-05-01 01:41:15.896;209;EMEF GOV ILDO MENEGHETTI                                ;0;0;0;34;0;34;1127;0;1127;148;0;0;0;1309
2022-05-01 01:41:15.897;210;EMEF JOSÉ LOUREIRO DA SILVA                             ;0;0;0;50;0;50;724;85;809;211;0;0;0;1070
2022-05-01 01:41:15.898;211;EMEF PRES JOÃO BELCHIOR MARQUES GOULART                 ;0;0;0;53;0;53;564;0;564;0;0;0;0;617
2022-05-01 01:41:15.899;212;EMEF PROF JUDITH MACEDO DE ARAÚJO                       ;0;0;0;0;0;0;738;60;798;251;0;0;0;1049
2022-05-01 01:41:15.900;213;EMEF PROF LARRY JOSÉ RIBEIRO ALVES                      ;0;0;0;0;0;0;737;99;836;0;0;0;0;836
2022-05-01 01:41:15.901;214;EMEF LEOCÁDIA FELIZARDO PRESTES                         ;0;0;0;71;0;71;415;43;458;36;0;0;0;565
2022-05-01 01:41:24.237;215;EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA                ;0;0;0;90;17;107;883;0;883;98;205;27;1;1321
2022-05-01 01:41:24.238;216;EMEF VER MARTIM ARANHA                                  ;0;0;0;42;0;42;482;55;537;93;0;0;0;672
2022-05-01 01:41:24.239;217;EMEF NOSSA SENHORA DE FÁTIMA                            ;0;0;0;86;0;86;573;0;573;77;0;0;0;736
2022-05-01 01:41:24.240;218;EMEF PEPITA DE LEÃO                                     ;0;0;0;11;0;11;406;44;450;0;0;0;0;461
2022-05-01 01:41:24.241;219;EMEF PRESIDENTE VARGAS                                  ;0;0;0;14;0;14;336;119;455;0;0;0;0;469
2022-05-01 01:41:24.242;220;EMEF HEITOR VILLA LOBOS                                 ;0;0;0;0;0;0;851;88;939;165;0;0;0;1104
2022-05-01 01:41:24.243;221;EMEF JOÃO ANTONIO SATTE                                 ;0;0;0;0;0;0;928;1;929;99;0;0;0;1028
2022-05-01 01:41:24.244;222;EMEF PROF ANA IRIS DO AMARAL                            ;0;0;0;0;40;40;355;0;355;0;0;0;0;395
2022-05-01 01:41:24.245;223;EMEF JOSE MARIANO BECK                                  ;0;0;0;71;0;71;657;0;657;89;0;0;0;817
2022-05-01 01:41:24.247;224;EMEF VER CARLOS PESSOA DE BRUM                          ;0;0;0;39;0;39;818;246;1064;183;0;0;0;1286
2022-05-01 01:41:24.248;225;EMEEF PROF ELYSEU PAGLIOLI                              ;0;0;0;1;0;1;114;0;114;0;0;0;0;115
2022-05-01 01:41:24.249;226;EMEF GABRIEL OBINO                                      ;0;0;0;62;0;62;436;82;518;61;0;0;0;641
2022-05-01 01:41:24.250;227;EMEF VER ANTÔNIO GIÚDICE                                ;0;0;0;0;0;0;842;0;842;178;0;0;0;1020
2022-05-01 01:41:24.251;228;EMEF LAURO RODRIGUES                                    ;0;0;0;67;0;67;509;49;558;0;0;0;0;625
2022-05-01 01:41:24.252;229;EMEF LIDOVINO FANTON                                    ;0;0;0;89;0;89;807;93;900;109;0;0;0;1098
2022-05-01 01:41:24.253;230;EMEEF PROF LYGIA MORRONE AVERBUCK                       ;3;0;3;4;0;4;105;0;105;0;0;0;0;112
2022-05-01 01:41:24.254;231;EMEF DEP MARCÍRIO GOULART LOUREIRO                      ;0;0;0;0;0;0;755;0;755;200;0;0;0;955
2022-05-01 01:41:24.255;232;EMEF DEP VICTOR ISSLER                                  ;0;0;0;0;0;0;970;30;1000;225;0;0;0;1225
2022-05-01 01:41:24.257;233;EMEEF PROF LUIZ FRANCISCO LUCENA BORGES                 ;1;0;1;3;0;3;65;0;65;0;0;0;0;69
2022-05-01 01:41:24.258;234;EMEF JEAN PIAGET                                        ;0;0;0;47;0;47;578;0;578;57;0;0;0;682
2022-05-01 01:41:24.259;235;EMEF PROF ANÍSIO TEIXEIRA                               ;0;0;0;0;0;0;808;94;902;146;0;0;0;1048
2022-05-01 01:41:24.260;236;EMEEF TRISTÃO SUCUPIRA VIANNA                           ;10;0;10;12;0;12;119;0;119;0;0;0;0;141
2022-05-01 01:41:24.261;237;EMEF SÃO PEDRO                                          ;0;0;0;23;0;23;924;40;964;121;0;0;0;1108
2022-05-01 01:41:24.262;238;EMEF SAINT HILAIRE                                      ;0;0;0;31;0;31;833;0;833;173;0;0;0;1037
2022-05-01 01:41:24.263;239;EMEF WENCESLAU FONTOURA                                 ;0;0;0;81;0;81;540;192;732;0;0;0;0;813
2022-05-01 01:41:24.264;240;EMEF CAMPOS DO CRISTAL                                  ;0;0;0;61;0;61;291;155;446;0;0;0;0;507
2022-05-01 01:41:24.265;241;EMEF MIGRANTES                                          ;0;0;0;37;0;37;133;0;133;0;0;0;0;170
2022-05-01 01:41:24.266;242;EMEF VILA MONTE CRISTO                                  ;0;0;0;54;0;54;825;45;870;157;0;0;0;1081
2022-05-01 01:41:24.268;243;EMEF MORRO DA CRUZ                                      ;0;0;0;140;0;140;855;95;950;0;0;0;0;1090
2022-05-01 01:41:24.269;244;EMEF NEUSA GOULART BRIZOLA                              ;0;0;0;0;42;42;354;0;354;0;0;0;0;396
2022-05-01 01:41:26.024;245;EMEF PORTO ALEGRE                                       ;0;0;0;0;0;0;-1;1;0;77;0;0;0;77
2022-05-01 01:41:26.026;246;EMEF CHICO MENDES                                       ;0;0;0;0;0;0;1053;77;1130;143;0;0;0;1273
2022-05-01 01:41:26.026;247;EMEF MARIO QUINTANA                                     ;0;0;0;0;0;0;402;98;500;0;0;0;0;500
2022-05-01 01:41:26.026;248;EMEF CHAPÉU DO SOL                                      ;0;0;0;75;0;75;716;200;916;141;0;0;0;1132
2022-05-01 01:41:26.026;249;EMEF TIMBAÚVA                                           ;0;0;0;64;0;64;462;223;685;0;0;0;0;749
2022-05-01 01:41:26.026;250;EMEF NOSSA SENHORA DO CARMO                             ;0;0;0;41;0;41;581;157;738;125;0;0;0;904
2022-05-01 01:41:26.026;251;EMEF DE SURDOS BILINGUE SALOMÃO WATNICK                 ;0;0;0;3;0;3;15;0;15;23;0;0;0;41
